Title,Price,SKU#,Article-Code,Availability,Sizes,URL
YELLOW SILK KURTI | JJLK-S-JPWK-23-922,"PKR 3,525.00",J-GL201972,JJLK-S-JPWK-23-922 FB/Tusar Silk,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/yellow-silk-kurti-jjlk-s-jpwk-23-922.html
PLUM CAMBRIC 2PC STITCHED | JJPW-S-JPW2-23-543,"PKR 3,425.00",J-GL203673,JJPW-S-JPW2-23-543 FB/Plum Shades,In stock,XS,https://www.junaidjamshed.com/plum-cambric-2pc-stitched-jjpw-s-jpw2-23-543.html
WHITE GOLD-SILVER LAWN KURTI | JJLK-S-JSS-23-367,"PKR 3,160.00",J-GL195633,JJLK-S-JSS-23-367 FB/Confiture,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/white-gold-silver-lawn-kurti-jjlk-s-jss-23-367.html
MULTICOLOR LAWN KURTI | JJLK-W-JWS-22-3065,"PKR 3,315.00",J-GL187079,JJLK-W-JWS-22-3065 FB/Phool Garh,In stock,"XS,S",https://www.junaidjamshed.com/multicolor-lawn-kurti-jjlk-w-jws-22-3065.html
COFFEE RAW SILK 3PC STITCHED | JLAWN-S-23-220,"PKR 14,015.00",J-GL182623,JLAWN-S-23-220/S Coffee,In stock,"XS,S",https://www.junaidjamshed.com/coffee-raw-silk-3pc-stitched-jlawn-s-23-220.html
GREEN DYED INFANT GIRL STITCHED | JIK-S-JGKL-23-1568,"PKR 2,215.00",J-GL194466,JIK-S-JGKL-23-1568 FB/Oliver,In stock,"3-6 M,6-9 M",https://www.junaidjamshed.com/green-dyed-infant-girl-stitched-jik-s-jgkl-23-1568.html
BLUE CHAPPAL | JLFWC-23-1236,"PKR 1,845.00",J-FL202335,JLFWC-23-1236 FB/Noor,In stock,"09,10,11",https://www.junaidjamshed.com/blue-chappal-jlfwc-23-1236.html
PINK ORGANZA KURTI | JJLK-S-JPWK-23-957,"PKR 3,685.00",J-GL205665,JJLK-S-JPWK-23-957 FB/Peanut,In stock,"M,L,XL",https://www.junaidjamshed.com/pink-organza-kurti-jjlk-s-jpwk-23-957.html
WHITE LAWN 3PC STITCHED | JLAWN-S-23-233,"PKR 6,585.00",J-GL182635,JLAWN-S-23-233/S Nuray,In stock,S,https://www.junaidjamshed.com/white-lawn-3pc-stitched-jlawn-s-23-233.html
BEIGE SILK KURTI | JJLK-S-JPWK-23-879,"PKR 5,535.00",J-GL196358,JJLK-S-JPWK-23-879 FB/JA-867,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/beige-silk-kurti-jjlk-s-jpwk-23-879.html
BEIGE LAWN 3PC STITCHED | JLAWN-S-23-060,"PKR 6,165.00",J-GL181941,JLAWN-S-23-060/S Naranjado,In stock,"XS,M",https://www.junaidjamshed.com/beige-lawn-3pc-stitched-jlawn-s-23-060.html
BLUE SHALWAR | JJLT-W-24-3073,"PKR 1,463.00",J-10000078328,JJLT-W-24-3073 FB/ESSENTIALS-54,In stock,"S,L,XL",https://www.junaidjamshed.com/blue-shalwar-jjlt-w-24-3073.html
GOLDEN-BEIGE COTTON KURTI | JJLK-S-JSS-22-451,"PKR 4,745.00",J-GL173293,JJLK-S-JSS-22-451 FB/JH-170(MF-844),In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/jjlk-s-jss-22-451-fb-jh-170-mf-844.html
BLUE CAMBRIC PRINTED KURTI,"PKR 1,813.00",J-10000082348,JJLK-W-JWS-24-3073 FB/ESSENTIAL-54,In stock,"XS,M,XL",https://www.junaidjamshed.com/blue-cambric-printed-kurti-jjlk-w-jws-24-3073.html
TEAL BLUE COTTON KURTI | JJLK-S-JPWK-23-931,"PKR 3,160.00",J-GL196928,JJLK-S-JPWK-23-931 FB/Paper Cotton,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/teal-blue-cotton-kurti-jjlk-s-jpwk-23-931.html
MAROON KHADDI KURTI | JJLK-S-JSS-24-459,"PKR 2,820.00",J-10000060430,JJLK-S-JSS-24-459 FB/MORANA-002,In stock,"XS,S,L",https://www.junaidjamshed.com/maroon-khaddi-kurti-jjlk-s-jss-24-459.html
BLACK KOONJ KURTI | JJLK-W-JPWK-23-981,"PKR 2,005.00",J-GL207380,JJLK-W-JPWK-23-981 FB/JQ-915,In stock,"S,M,L",https://www.junaidjamshed.com/black-koonj-kurti-jjlk-w-jpwk-23-981.html
BLACK CAMBRIC PRINTED TROUSERS | JJLT-W-24-3062,"PKR 1,323.00",J-10000076407,JJLT-W-24-3062 FB/ESSENTIALS-43,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/black-cambric-printed-trousers-jjlt-w-24-3062.html
PINK SILK KURTI | JJLK-S-JPWK-23-880,"PKR 4,745.00",J-GL196567,JJLK-S-JPWK-23-880 FB/JA-879,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/pink-silk-kurti-jjlk-s-jpwk-23-880.html
GREEN CAMBRIC PRINTED KURTI,"PKR 1,743.00",J-10000077147,JYGK-W-JWT-24-4020 FB/ESSENTIALS-T-13,In stock,"16 Years,18 Years",https://www.junaidjamshed.com/green-cambric-printed-kurti-jygk-w-jwt-24-4020.html
PINK COTTON KURTI | JJLK-S-JPWK-23-894,"PKR 4,215.00",J-GL193917,JJLK-S-JPWK-23-894 FB/FF-461,In stock,"XS,S,L,XL",https://www.junaidjamshed.com/pink-cotton-kurti-jjlk-s-jpwk-23-894.html
BROWN SHALWAR | JJLT-W-24-3070,"PKR 1,463.00",J-10000078321,JJLT-W-24-3070 FB/ESSENTIALS-51,In stock,"S,XL",https://www.junaidjamshed.com/brown-shalwar-jjlt-w-24-3070.html
YELLOW TEXTURED DYED KURTI,"PKR 1,645.00",J-10000070553,JYGK-W-JWT-24-4019 FB/ROOTS-3,In stock,14 Years,https://www.junaidjamshed.com/yellow-textured-dyed-kurti-jygk-w-jwt-24-4019.html
BLUE CAMBRIC PRINTED TROUSERS | JJLT-W-24-3057,"PKR 1,323.00",J-10000080245,JJLT-W-24-3057 FB/ESSENTIAL-38,In stock,S,https://www.junaidjamshed.com/blue-cambric-printed-trousers-jjlt-w-24-3057.html
OFF WHITE LAWN TROUSERS | JJLT-S-23-8003,"PKR 1,580.00",J-GL188723,JJLT-S-23-8003 FB/DT1-23-002/A,In stock,XS,https://www.junaidjamshed.com/off-white-lawn-trousers-jjlt-s-23-8003.html
WHITE TEXTURED KURTI | JJLK-S-JSS-24-449,"PKR 3,330.00",J-10000049664,JJLK-S-JSS-24-449 FB/ZARI-02,In stock,"L,XL",https://www.junaidjamshed.com/white-textured-kurti-jjlk-s-jss-24-449.html
OFF WHITE CAMBRIC EMBROIDERED KURTI,"PKR 3,414.00",J-10000091578,JJLK-W-JWS-24-3081 FB/SPRING FLORAL-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/off-white-cambric-embroidered-kurti-jjlk-w-jws-24-3081.html
GREEN LAWN KURTI | JJLK-S-JSS-24-405,"PKR 2,665.00",J-10000042418,JJLK-S-JSS-24-405 FB/ETHINIC-04,In stock,"XS,S,M",https://www.junaidjamshed.com/green-lawn-kurti-jjlk-s-jss-24-405.html
BEIGE KHADDI SILK EMBROIDERED KURTI,"PKR 2,995.00",J-10000072280,JJLK-W-JWS-24-3021 FB/ELFESYA-6,In stock,XS,https://www.junaidjamshed.com/beige-khaddi-embroidered-kurti-jjlk-w-jws-24-3021.html
GREEN CAMBRIC PRINTED KURTI,"PKR 1,813.00",J-10000080202,JJLK-W-JWS-24-3056 FB/ESSENTIAL-37,In stock,"XS,S,L,XL",https://www.junaidjamshed.com/green-cambric-printed-kurti-jjlk-w-jws-24-3056.html
YELLOW TEXTURED EMBROIDERED KURTI,"PKR 3,145.00",J-10000079577,JJLK-W-JWS-24-3032 FB/ETHNIC-1,In stock,XL,https://www.junaidjamshed.com/yellow-textured-embroidered-kurti-jjlk-w-jws-24-3032.html
MUSTARD CAMBRIC PRINTED KURTI,"PKR 1,813.00",J-10000076106,JJLK-W-JWS-24-3063 FB/ESSENTIALS-44,In stock,"S,M",https://www.junaidjamshed.com/mustard-cambric-printed-kurti-jjlk-w-jws-24-3063.html
BLACK LAWN KURTI | JJLK-S-JSS-24-382,"PKR 2,560.00",J-10000032303,JJLK-S-JSS-24-382 FB/GOLD MOTIVES-04,In stock,"XS,S",https://www.junaidjamshed.com/black-lawn-kurti-jjlk-s-jss-24-382.html
BEIGE KHADDI KURTI | JJLK-S-JSS-24-460,"PKR 2,820.00",J-10000060442,JJLK-S-JSS-24-460 FB/MORANA-003,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/beige-khaddi-kurti-jjlk-s-jss-24-460.html
OFF WHITE JACQUARD 3PC STITCHED | JJPW-S-JPWS-23-619,"PKR 8,425.00",J-GL206531,JJPW-S-JPWS-23-619 FB/JA-936,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/off-white-jacquard-3pc-stitched-jjpw-s-jpws-23-619.html
BEIGE PAPER COTTON KURTI | JJLK-S-JSS-24-410,"PKR 4,100.00",J-10000027356,JJLK-S-JSS-24-410 FB/ZUMAISH-01 JH-272,In stock,"XS,S",https://www.junaidjamshed.com/beige-paper-cotton-kurti-jjlk-s-jss-24-410.html
GREY KHADDI KURTI | JJLK-S-JSS-24-389,"PKR 2,305.00",J-10000033272,JJLK-S-JSS-24-389 FB/IRIS-001,In stock,S,https://www.junaidjamshed.com/grey-khaddi-kurti-jjlk-s-jss-24-389.html
WHITE LAWN KURTI | JJLK-S-JSS-24-397,"PKR 3,330.00",J-10000039219,JJLK-S-JSS-24-397 FB/JEWEL TONE-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/white-lawn-kurti-jjlk-s-jss-24-397.html
BLUE KHADDI KURTI | JJLK-S-JSS-24-388,"PKR 2,460.00",J-10000036369,JJLK-S-JSS-24-388 FB/ILANA-004,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-khaddi-kurti-jjlk-s-jss-24-388.html
BEIGE ORGANZA KURTI | JJLK-S-JPWK-23-927,"PKR 5,795.00",J-GL201785,JJLK-S-JPWK-23-927 FB/Burnout,In stock,"M,L,XXL",https://www.junaidjamshed.com/beige-organza-kurti-jjlk-s-jpwk-23-927.html
GREEN ORGANZA KURTI | JJLK-S-JPWK-23-925,"PKR 5,535.00",J-GL202604,JJLK-S-JPWK-23-925 FB/JN-387,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/green-organza-kurti-jjlk-s-jpwk-23-925.html
GREEN JACQUARD TEENS 3PC | JGK-S-YGTL-618-23,"PKR 7,905.00",J-GL198816,JGK-S-YGTL-618-23 FB/Prithiya,In stock,"12 Years ,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/green-jacquard-teens-3pc-jgk-s-ygtl-618-23.html
GOLDEN BANARSI TROUSERS | JJLT-S-JPWT-23-583,"PKR 1,580.00",J-GL201336,JJLT-S-JPWT-23-583 FB/FF-078,In stock,"XS,S,M",https://www.junaidjamshed.com/golden-banarsi-trousers-jjlt-s-jpwt-23-583.html
BLUE JAMAWAR TROUSERS | JJLT-S-JPWT-23-576,"PKR 1,945.00",J-GL200098,JJLT-S-JPWT-23-576 FB/JN-364,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-jamawar-trousers-jjlt-s-jpwt-23-576.html
PINK SILK KURTI | JJLK-S-JPWK-23-876,"PKR 4,635.00",J-GL196568,JJLK-S-JPWK-23-876 FB/JQ-893,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/pink-silk-kurti-jjlk-s-jpwk-23-876.html
CREAM TEXTURED KURTI | JJLK-S-JSS-23-326,"PKR 2,895.00",J-GL185202,JJLK-S-JSS-23-326 FB/Kanwal-657,In stock,"S,XL",https://www.junaidjamshed.com/cream-textured-kurti-jjlk-s-jss-23-326.html
WHITE GOLD-SILVER LAWN KURTI | JJLK-S-JSS-23-368,"PKR 3,160.00",J-GL196592,JJLK-S-JSS-23-368 FB/Pasteque,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/white-gold-silver-lawn-kurti-jjlk-s-jss-23-368.html
OFF WHITE DYED KURTI | JJLK-S-JSS-23-426,"PKR 2,735.00",J-GL194012,JJLK-S-JSS-23-426 FB/FLORAL CUTWORK-1,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/off-white-dyed-kurti-jjlk-s-jss-23-426.html
OFF WHITE DYED SHALWAR | JJLT-23-8049,"PKR 1,055.00",J-GL200172,JJLT-23-8049 FB/DT3-23-002/C,In stock,"XS,S",https://www.junaidjamshed.com/off-white-dyed-shalwar-jjlt-23-8049.html
RED KHADDI EMBROIDERED KURTI,"PKR 2,395.00",J-10000080582,JJLK-W-JWS-24-3049 FB/GEOMATRIC SYMPHONY-02,In stock,"XS,S",https://www.junaidjamshed.com/red-khaddi-embroidered-kurti-jjlk-w-jws-24-3049.html
MAROON PAPER COTTON EMBROIDERED KURTI,"PKR 3,774.00",J-10000081193,JJLK-W-JWS-24-3087 FB/BLINK-03,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/maroon-paper-cotton-embroidered-kurti-jjlk-w-jws-24-3087.html
BROWN CAMBRIC PRINTED KURTI,"PKR 1,813.00",J-10000082342,JJLK-W-JWS-24-3072 FB/ESSENTIAL-53,In stock,"XS,S,M,L",https://www.junaidjamshed.com/brown-cambric-printed-kurti-jjlk-w-jws-24-3072.html
TEAL GREEN JACQUARD KURTI | JJLK-S-JSS-23-372,"PKR 3,055.00",J-GL194276,JJLK-S-JSS-23-372 FB/Bougie,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/teal-green-jacquard-kurti-jjlk-s-jss-23-372.html
HOT PINK JACQUARD KURTI | JJLK-S-JSS-23-373,"PKR 3,055.00",J-GL194278,JJLK-S-JSS-23-373 FB/LIT,In stock,S,https://www.junaidjamshed.com/hot-pink-jacquard-kurti-jjlk-s-jss-23-373.html
YELLOW KHUSSA | JJ-LKH-23-290,"PKR 1,365.00",J-FL206120,JJ-LKH-23-290 FB/CUT GUL,In stock,05,https://www.junaidjamshed.com/yellow-khussa-jj-lkh-23-290.html
GREEN COTTON KURTI | JJLK-S-JPWK-23-897,"PKR 4,375.00",J-GL194261,JJLK-S-JPWK-23-897 FB/FF-461,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/green-cotton-kurti-jjlk-s-jpwk-23-897.html
BLACK KHADDI KURTI | JJLK-S-JSS-24-458,"PKR 2,820.00",J-10000060418,JJLK-S-JSS-24-458 FB/MORANA-001,In stock,"S,M,L,XL",https://www.junaidjamshed.com/black-khaddi-kurti-jjlk-s-jss-24-458.html
GREEN CAMBRIC PRINTED TROUSERS | JJLT-W-24-3056,"PKR 1,323.00",J-10000080238,JJLT-W-24-3056 FB/ESSENTIAL-37,In stock,"L,XL",https://www.junaidjamshed.com/green-cambric-printed-trousers-jjlt-w-24-3056.html
GREY JACQUARD TEENS 3PC | JGK-YGTL-S-616-23,"PKR 7,375.00",J-GL198165,JGK-YGTL-S-616-23 FB/Pashk-50,In stock,"12 Years ,14 Years",https://www.junaidjamshed.com/grey-jacquard-teens-3pc-jgk-ygtl-s-616-23.html
YELLOW CAMBRIC PRINTED KURTI,"PKR 1,813.00",J-10000082336,JJLK-W-JWS-24-3071 FB/ESSENTIAL-52,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/yellow-cambric-printed-kurti-jjlk-w-jws-24-3071.html
ORANGE CAMBRIC PRINTED TROUSERS | JJLT-W-24-3068,"PKR 1,323.00",J-10000078107,JJLT-W-24-3068 FB/ESSENTIALS-49,In stock,M,https://www.junaidjamshed.com/orange-cambric-printed-trousers-jjlt-w-24-3068.html
PINK CAMBRIC PRINTED TROUSERS | JJLT-W-24-3067,"PKR 1,323.00",J-10000076477,JJLT-W-24-3067 FB/ESSENTIALS-48,In stock,"M,L",https://www.junaidjamshed.com/pink-cambric-printed-trousers-jjlt-w-24-3067.html
MUSTARD CAMBRIC PRINTED TROUSERS | JJLT-W-24-3063,"PKR 1,323.00",J-10000076435,JJLT-W-24-3063 FB/ESSENTIALS-44,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/mustard-cambric-printed-trousers-jjlt-w-24-3063.html
BEIGE LAWN KURTI | JJLK-S-JSS-24-401,"PKR 3,330.00",J-10000040953,JJLK-S-JSS-24-401 FB/JEWEL TONE-05,In stock,"S,M",https://www.junaidjamshed.com/beige-lawn-kurti-jjlk-s-jss-24-401.html
GREEN CAMBRIC PRINTED SHALWAR | JJLT-W-24-3061,"PKR 1,463.00",J-10000080273,JJLT-W-24-3061 FB/ESSENTIAL-42,In stock,L,https://www.junaidjamshed.com/green-cambric-printed-shalwar-jjlt-w-24-3061.html
PINK KHADDI KURTI | JJLK-S-JSS-24-387,"PKR 2,460.00",J-10000036363,JJLK-S-JSS-24-387 FB/ILANA-003,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/pink-khaddi-kurti-jjlk-s-jss-24-387.html
RED LAWN KURTI | JJLK-S-JSS-24-380,"PKR 2,560.00",J-10000030006,JJLK-S-JSS-24-380 FB/GOLD MOTIVES-02,In stock,S,https://www.junaidjamshed.com/red-lawn-kurti-jjlk-s-jss-24-380.html
PINK CAMBRIC PRINTED SHALWAR | JJLT-W-24-3060,"PKR 1,463.00",J-10000080266,JJLT-W-24-3060 FB/ESSENTIAL-41,In stock,"XS,S",https://www.junaidjamshed.com/pink-cambric-printed-shalwar-jjlt-w-24-3060.html
PINK LAWN 3PC STITCHED | JLAWN-S-23-427,"PKR 7,905.00",J-GL193602,JLAWN-S-23-427/S ZUKO,In stock,"XS,S,M,XL",https://www.junaidjamshed.com/pink-lawn-3pc-stitched-jlawn-s-23-427.html
MUSTARD LAWN KURTI | JYGK-S-JJTK-23-076,"PKR 3,160.00",J-GL201341,JYGK-S-JJTK-23-076 FB/RFD,In stock,"14 Years,16 Years,18 Years",https://www.junaidjamshed.com/mustard-lawn-kurti-jygk-s-jjtk-23-076.html
BROWN SILK 3PC STITCHED | JJPW-S-JPWS-23-516,"PKR 8,695.00",J-GL201644,JJPW-S-JPWS-23-516 FB/JAR-019,In stock,XS,https://www.junaidjamshed.com/brown-silk-3pc-stitched-jjpw-s-jpws-23-516.html
BLUE ORGANZA GIRLS 3PC | JGKL-S-JJGF-23-010,"PKR 5,105.00",J-GL201097,JGKL-S-JJGF-23-010 FB/AM-2062,In stock,"2-3 Y,3-4 Y",https://www.junaidjamshed.com/blue-organza-girls-3pc-jgkl-s-jjgf-23-010.html
TEAL RAW SILK KURTI | JJLK-S-JPWK-23-920,"PKR 3,845.00",J-GL199244,JJLK-S-JPWK-23-920 FB/JAR-020,In stock,XS,https://www.junaidjamshed.com/teal-raw-silk-kurti-jjlk-s-jpwk-23-920.html
BLACK SILK KURTI | JJLK-S-JPWK-23-969,"PKR 2,105.00",J-GL196571,JJLK-S-JPWK-23-969 FB/Mughal,In stock,"XS,S,XL",https://www.junaidjamshed.com/black-silk-kurti-jjlk-s-jpwk-23-969.html
BLUE KHUSSA | JJ-KLKH-23-009,"PKR 1,315.00",J-FL200651,JJ-KLKH-23-009 FB/JRU-004,In stock,"27,29,31,32,34",https://www.junaidjamshed.com/blue-khussa-jj-klkh-23-009.html
GREEN RAW SILK 3PC STITCHED | JLAWN-S-23-219,"PKR 14,015.00",J-GL182621,JLAWN-S-23-219/S Green-690,In stock,XS,https://www.junaidjamshed.com/green-raw-silk-3pc-stitched-jlawn-s-23-219.html
BEIGE JACQUARD KURTI | JJLK-S-JSS-22-452,"PKR 4,745.00",J-GL183005,JJLK-S-JSS-22-452 FB/MK-0031(MF-848),In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/beige-jacquard-kurti-jjlk-s-jss-22-452.html
RED DOBBY KURTI | JJLK-S-JPWK-23-916,"PKR 3,585.00",J-GL200118,JJLK-S-JPWK-23-916 FB/JT-904,In stock,"XS,S,M,XL,XXL",https://www.junaidjamshed.com/red-dobby-kurti-jjlk-s-jpwk-23-916.html
BROWN LAWN TROUSERS | JJLT-S-23-8013,PKR 945.00,J-GL188267,JJLT-S-23-8013 FB/DT1-23-009,In stock,"XS,S",https://www.junaidjamshed.com/brown-lawn-trousers-jjlt-s-23-8013.html
BLUE ORGANZA KURTI | JJLK-S-JPWK-23-926,"PKR 5,265.00",J-GL200507,JJLK-S-JPWK-23-926 FB/Burnout,In stock,"XS,S,M,L,XL,XXL",https://www.junaidjamshed.com/blue-organza-kurti-jjlk-s-jpwk-23-926.html
GREEN LAWN UNSTITCHED 3PC | JLAWN-S-23-219,"PKR 11,585.00",GL182700-3PS-024-L,JLAWN-S-23-219 Green,In stock,,https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-23-219.html
MUSTARD JACQUARD HANDWOVEN UNSTITCHED 3PC,"PKR 4,745.00",10000095406,JJLS-W-JWU-24-1731 FB/AFRICAN TRIBE-4 (TP-136),In stock,,https://www.junaidjamshed.com/mustard-jacquard-handwoven-unstitched-3pc-jjls-w-jwu-24-1731.html
YELLOW LAWN KURTI | JJLK-S-JPWK-23-881,"PKR 2,265.00",J-GL195162,JJLK-S-JPWK-23-881 FB/Zalia,In stock,XS,https://www.junaidjamshed.com/yellow-lawn-kurti-jjlk-s-jpwk-23-881.html
MULTICOLOR VISCOSE YARN DYED SAREE,"PKR 5,394.00",10000080156,JSR-W-24-509 COLOR POP-3,In stock,,https://www.junaidjamshed.com/multicolor-viscose-yarn-dyed-saree-jsr-w-24-509.html
BEIGE LAWN UNSTITCHED 3PC | JLAWN-S-23-278,"PKR 6,585.00",GL182741-3PS-022-L,JLAWN-S-23-278 Alline,In stock,,https://www.junaidjamshed.com/beige-lawn-unstitched-3pc-jlawn-s-23-278.html
MULTICOLOR VISCOSE YARN DYED SAREE,"PKR 5,394.00",10000080154,JSR-W-24-507 COLOR POP-1,In stock,,https://www.junaidjamshed.com/multicolor-viscose-yarn-dyed-saree-jsr-w-24-507.html
MULTICOLOR LAWN UNSTITCHED 3PC | JLAWN-S-24-563,"PKR 2,704.00",10000055634,JLAWN-S-24-563 BAHARAIN-A-7,In stock,,https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-563.html
COFFEE RAW SILK UNSTITCHED 3PC | JLAWN-S-23-220,"PKR 11,585.00",GL182702-3PS-CFE-L,JLAWN-S-23-220 Coffee,In stock,,https://www.junaidjamshed.com/coffee-lawn-unstitched-3pc-jlawn-s-23-220.html
MULTICOLOR VISCOSE YARN DYED SAREE,"PKR 5,394.00",10000080157,JSR-W-24-510 COLOR POP-4,In stock,,https://www.junaidjamshed.com/multicolor-viscose-yarn-dyed-saree-jsr-w-24-510.html
PINK LAWN UNSTITCHED 3PC | JLAWN-S-23-427,"PKR 6,585.00",GL193647-3PS-PNK-L,JLAWN-S-23-427 ZUKO,In stock,,https://www.junaidjamshed.com/pink-lawn-unstitched-3pc-jlawn-s-23-427.html
NAVY BLUE LAWN UNSTITCHED 3PC,"PKR 6,845.00",GL209029-3PS-NBL-L,JJLS-S-JPUS-23-594 JA-918,In stock,,https://www.junaidjamshed.com/blue-unstitched-3-piece-jjls-s-jpus-23-594.html
OFF WHITE LAWN UNSTITCHED 3PC | JLAWN-S-24-316 BAHARAIN A-2,"PKR 2,704.00",10000031506,JLAWN-S-24-316 BAHARAIN A-2,In stock,,https://www.junaidjamshed.com/off-white-lawn-unstitched-3pc-jlawn-s-24-316-baharain-a-2.html
ORANGE JACQUARD UNSTITCHED 2PC | JLAWN-S-JDS-24-1072,"PKR 2,920.00",10000034354,JLAWN-S-JDS-24-1072 SHAHANA-4,In stock,,https://www.junaidjamshed.com/orange-jacquard-unstitched-2pc-jlawn-s-jds-24-1072.html
MULTICOLOR LAWN UNSTITCHED 3PC | JLAWN-S-23-625,"PKR 2,704.00",GL206827-3PS-GPY-L,JLAWN-S-23-625 ETHNIC ART-11,In stock,,https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-23-625.html
GREEN PRINTED RAW SILK UNSTITCHED 3PC | JLAWN-S-23-218,"PKR 5,265.00",GL182698-3PS-024-L,JLAWN-S-23-218 Ashto,In stock,,https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-23-218.html
MULTICOLOR LAWN UNSTITCHED 3PC | JLAWN-S-24-564,"PKR 2,704.00",10000055635,JLAWN-S-24-564 BAHARAIN-A-8,In stock,,https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-564.html
BLACK LAWN UNSTITCHED 3PC | JLAWN-S-23-588,"PKR 2,704.00",GL206872-3PS-CBK-L,JLAWN-S-23-588 KANTHA-6,In stock,,https://www.junaidjamshed.com/black-lawn-unstitched-3pc-jlawn-s-23-588.html
MULTICOLOR LAWN UNSTITCHED 3PC | JLAWN-S-24-175,"PKR 2,704.00",10000031255,JLAWN-S-24-175 BAHARAIN B-5,In stock,,https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-175.html
MULTICOLOR LAWN UNSTITCHED 3PC | JLAWN-S-23-604,"PKR 2,704.00",GL206801-3PS-BKO-L,JLAWN-S-23-604 FUSION-6,In stock,,https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-23-604.html
VIOLET CAMBRIC UNSTITCHED 3PC | JJLS-S-JPUS-23-530,"PKR 5,265.00",GL200987-3PS-LPR-L,JJLS-S-JPUS-23-530 JN-388,In stock,,https://www.junaidjamshed.com/violet-unstitched-3-piece-jjls-s-jpus-23-530.html
RED CAMBRIC UNSTITCHED 3PC| JJLS-S-JPUS-23-520,"PKR 6,325.00",GL199505-3PS-188-L,JJLS-S-JPUS-23-520 JA-891,In stock,,https://www.junaidjamshed.com/red-unstitched-3-piece-jjls-s-jpus-23-520.html
BLACK DOBBY PRINTED UNSTITCHED 3PC | JJLS-S-JPW-24-026,"PKR 2,995.00",10000070783,JJLS-S-JPW-24-026 FB/MOSAIC FLORA-2,In stock,,https://www.junaidjamshed.com/black-dobby-unstitched-3pc-jjls-s-jpw-24-026.html
GREEN LAWN UNSTITCHED 3PC | JLAWN-S-23-594,"PKR 2,704.00",GL206775-3PS-YGN-L,JLAWN-S-23-594 KANTHA-12,In stock,,https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-23-594.html
BLACK CAMBRIC UNSTITCHED 3PC | JJLS-S-JPUS-23-519,"PKR 6,635.00",GL199510-3PS-025-L,JJLS-S-JPUS-23-519 JQ-896,In stock,,https://www.junaidjamshed.com/black-unstitched-3-piece-jjls-s-jpus-23-519.html
BLUE LAWN UNSTITCHED 3PC | JLAWN-S-24-560,"PKR 2,704.00",10000055645,JLAWN-S-24-560 BAHARAIN-A-4,In stock,,https://www.junaidjamshed.com/blue-lawn-unstitched-3pc-jlawn-s-24-560.html
PINK DOBBY PRINTED UNSTITCHED 3PC | JJLS-S-JPW-24-028,"PKR 2,995.00",10000070785,JJLS-S-JPW-24-028 FB/MOSAIC FLORA-4,In stock,,https://www.junaidjamshed.com/pink-dobby-unstitched-3pc-jjls-s-jpw-24-028.html
OFF WHITE LAWN UNSTITCHED 3PC | JLAWN-S-24-561,"PKR 2,704.00",10000055644,JLAWN-S-24-561 BAHARAIN-A-5,In stock,,https://www.junaidjamshed.com/off-white-lawn-unstitched-3pc-jlawn-s-24-561.html
TROPICAL BLISS - PERFUME HAND CREAM,"PKR 1,200.00",CL196565-50M-037-L,TROPICAL BLISS-HAND,In stock,,https://www.junaidjamshed.com/tropical-bliss-hand-cream.html
